Day,clicks,Total Profiles,conv,Activated profiles,Activated profiles %,inactivated profiles,paid,Male>25,Female,Delhi,Maharashtra,Mumbai,Bangalore,NRI,irrelavant profiles(age wise),irrelavant profiles(age wise %),irrelavant profiles(location wise),irrelavant profiles(location wise)%
2007-06-01,,1,,1,100,0,,1,,,,,,,,0,1,100
2007-06-02,,0,,0,,0,,,,,,,,,,0,3,100
2007-06-03,,0,,0,,0,,,,,,,,,,0,9,100
2007-06-04,,0,,0,,0,,,,,,,,,,0,4,100
2007-06-05,,0,,0,,0,,,,,,,,,,0,4,100
2007-06-06,,0,,0,,0,,,,,,,,,,0,5,100
2007-06-07,,0,,0,,0,,,,,,,,,,0,1,100
2007-06-08,,0,,0,,0,,,,,,,,,,0,3,100
2007-06-09,,0,,0,,0,,,,,,,,,,0,3,100
2007-06-10,,1,,1,100,0,,,1,,,,,,,0,3,100
2007-06-11,,2,,2,100,0,,1,1,,,,,,,0,7,100
2007-06-12,,0,,0,,0,,,,,,,,,,0,1,100
2007-06-13,,0,,0,,0,,,,,,,,,,0,5,100
2007-06-14,,1,,1,100,0,,1,,,,,,,,0,6,100
2007-06-15,,0,,0,,0,,,,,,,,,,0,2,100
2007-06-16,,0,,0,,0,,,,,,,,,,0,7,100
2007-06-17,,1,,1,100,0,,1,,,1,,,,,0,7,100
2007-06-18,,0,,0,,0,,,,,,,,,,0,4,100
2007-06-19,,0,,0,,0,,,,,,,,,,0,2,100
2007-06-20,,0,,0,,0,,,,,,,,,,0,2,100
2007-06-21,,1,,1,100,0,,1,,1,,,,,,0,3,100
2007-06-22,,0,,0,,0,,,,,,,,,,0,6,100
2007-06-23,,1,,1,100,0,,,1,,1,,,,,0,2,100
2007-06-24,,0,,0,,0,,,,,,,,,,0,6,100
2007-06-25,,0,,0,,0,,,,,,,,,,0,4,100
2007-06-26,,0,,0,,0,,,,,,,,,,0,3,100
2007-06-27,,1,,1,100,0,,,,,,,,,1,14.29,6,85.71
2007-06-28,,1,,1,100,0,,1,,,1,,,,,0,8,100
2007-06-29,,1,,1,100,0,,1,,,,,,,,0,4,100
2007-06-30,,0,,0,,0,,,,,,,,,,0,9,100
