Day,clicks,Total Profiles,conv,Activated profiles,Activated profiles %,inactivated profiles,paid,Male>25,Female,Delhi,Maharashtra,Mumbai,Bangalore,NRI,irrelavant profiles(age wise),irrelavant profiles(age wise %),irrelavant profiles(location wise),irrelavant profiles(location wise)%
2007-04-01,,0,,0,,0,,,,,,,,,,0,1,100
2007-04-02,1,2,200,2,100,0,,2,,,2,1,,,,0,3,100
2007-04-03,,1,,1,100,0,,1,,,,,,,,0,3,100
2007-04-04,,0,,0,,0,,,,,,,,,,0,1,100
2007-04-05,1,0,0,0,,0,,,,,,,,,,0,2,100
2007-04-06,,1,,1,100,0,,1,,,,,,,,0,4,100
2007-04-07,,0,,0,,0,,,,,,,,,,0,5,100
2007-04-08,,0,,0,,0,,,,,,,,,,0,5,100
2007-04-09,1,1,100,1,100,0,,1,,,,,,,,0,1,100
2007-04-10,2,0,0,0,,0,,,,,,,,,,0,7,100
2007-04-11,,0,,0,,0,,,,,,,,,,0,3,100
2007-04-12,,1,,1,100,0,,,1,,,,,,,0,1,100
2007-04-13,,2,,2,100,0,,2,,,1,,,,,0,2,100
2007-04-14,,0,,0,,0,,,,,,,,,,0,1,100
2007-04-15,1,0,0,0,,0,,,,,,,,,,0,3,100
2007-04-16,,1,,1,100,0,,1,,1,,,,,,0,2,100
2007-04-17,1,1,100,1,100,0,,1,,,,,,1,,0,1,100
2007-04-18,,2,,1,50,1,,1,,,,,,1,,0,4,100
2007-04-19,,1,,1,100,0,,1,,,,,,,,0,3,100
2007-04-20,,0,,0,,0,,,,,,,,,,0,1,100
2007-04-21,,0,,0,,0,,,,,,,,,,0,4,100
2007-04-22,,0,,0,,0,,,,,,,,,,0,3,100
2007-04-23,,1,,1,100,0,,1,,,1,,,,,0,4,100
2007-04-24,,0,,0,,0,,,,,,,,,,0,4,100
2007-04-25,,2,,2,100,0,,2,,,1,,,,,0,5,100
2007-04-26,,0,,0,,0,,,,,,,,,,0,2,100
2007-04-27,,0,,0,,0,,,,,,,,,,0,5,100
2007-04-28,,2,,2,100,0,,1,,,,,,,1,25,3,75
2007-04-29,,1,,1,100,0,,1,,,,,,,,0,4,100
2007-04-30,,0,,0,,0,,,,,,,,,,0,2,100
